CAC40,,,,,,,,DAX,,,,,,
Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume
2000/3/25,6409.580078,6584.370117,6166.819824,6286.049805,6286.049805,0,,2000/3/25,7932.709961,8031.209961,7522.700195,7599.390137,7599.390137,167058100
2000/4/1,6382.279785,6382.279785,5913.709961,6308.040039,6308.040039,0,,2000/4/1,7599.779785,7641.529785,7205.859863,7522.200195,7522.200195,203151800
2000/4/8,6393.700195,6429.509766,6050.189941,6065.709961,6065.709961,0,,2000/4/8,7534.910156,7614.810059,7168.899902,7214.830078,7214.830078,152424900
2000/4/15,5772.870117,6258.77002,5752.439941,6234.509766,6234.509766,0,,2000/4/15,7201.660156,7305.939941,6890.959961,7157.950195,7157.950195,151038800
2000/4/22,6219.410156,6461.52002,6162.089844,6419.720215,6419.720215,0,,2000/4/22,7164.149902,7444.279785,7096.379883,7414.680176,7414.680176,118783100
2000/4/29,6489.040039,6575.169922,6399.990234,6545.759766,6545.759766,0,,2000/4/29,7407.529785,7571.720215,7321.430176,7530.819824,7530.819824,109757600
2000/5/6,6563.830078,6591.439941,6162.25,6449.27002,6449.27002,0,,2000/5/6,7532.970215,7532.970215,7013.700195,7269.279785,7269.279785,154595800
2000/5/13,6421.790039,6571.649902,6186.759766,6196.049805,6196.049805,0,,2000/5/13,7266.080078,7398.47998,6958.919922,6989.029785,6989.029785,156704800
2000/5/20,6184.040039,6249.180176,6003.899902,6129.149902,6129.149902,0,,2000/5/20,6983.459961,7040.569824,6794.080078,6938.330078,6938.330078,179952800
2000/5/27,6185.990234,6780.660156,6181.830078,6673.52002,6673.52002,0,,2000/5/27,6956.140137,7460.509766,6956.140137,7438.950195,7438.950195,135948400
2000/6/3,6678.77002,6697.310059,6456.560059,6549.049805,6549.049805,0,,2000/6/3,7456.220215,7486.399902,7211.970215,7254.529785,7254.529785,148022900
2000/6/10,6510.819824,6644.169922,6456.259766,6456.259766,6456.259766,0,,2000/6/10,7251.290039,7388.240234,7131.399902,7131.399902,7131.399902,344865200
2000/6/17,6436.470215,6591.629883,6417.890137,6545.350098,6545.350098,0,,2000/6/17,7134.169922,7270.200195,6976.970215,6980.410156,6980.410156,180243700
2000/6/24,6548.669922,6634.609863,6391.640137,6446.540039,6446.540039,0,,2000/6/24,6986.890137,7085.27002,6851.839844,6898.209961,6898.209961,156828700
2000/7/1,6462.029785,6572.660156,6393.120117,6565.970215,6565.970215,0,,2000/7/1,6912.970215,7090.109863,6842.609863,7052.220215,7052.220215,178870000
2000/7/8,6471.899902,6588.109863,6422.720215,6570.359863,6570.359863,0,,2000/7/8,7052.680176,7342.220215,6955.580078,7318.379883,7318.379883,175041800
2000/7/15,6605.319824,6631.47998,6450.799805,6464.120117,6464.120117,0,,2000/7/15,7320.100098,7503.319824,7303.910156,7373.259766,7373.259766,178009800
2000/7/22,6474.319824,6582.47998,6396.129883,6415.720215,6415.720215,0,,2000/7/22,7377.97998,7428.169922,7076.370117,7128.299805,7128.299805,228993500
2000/7/29,6412.52002,6573.220215,6354.930176,6461.350098,6461.350098,0,,2000/7/29,7135.390137,7251.879883,6954.600098,7016.589844,7016.589844,176421800
2000/8/5,6462.220215,6619.240234,6447.950195,6553,6553,0,,2000/8/5,7020.649902,7327.220215,7020.649902,7322.97998,7322.97998,197702400
2000/8/12,6613.370117,6712.299805,6554.790039,6594.350098,6594.350098,0,,2000/8/12,7323.870117,7380.189941,7214.680176,7232.419922,7232.419922,158010900
2000/8/19,6559.52002,6615.339844,6449.649902,6595.109863,6595.109863,0,,2000/8/19,7233.740234,7333.089844,7147.149902,7307.169922,7307.169922,163241900
2000/8/26,6598.819824,6843.859863,6561.700195,6813.660156,6813.660156,0,,2000/8/26,7320.930176,7397.120117,7168.52002,7344.669922,7344.669922,168002900
2000/9/2,6823.169922,6944.77002,6693.040039,6703.359863,6703.359863,0,,2000/9/2,7355.740234,7456.709961,7248.939941,7267.77002,7267.77002,166430700
2000/9/9,6722.930176,6735.580078,6564.600098,6614.649902,6614.649902,0,,2000/9/9,7267.680176,7273.299805,6976.410156,6999.540039,6999.540039,279831700
2000/9/16,6562.140137,6584.169922,6085.399902,6258.580078,6258.580078,0,,2000/9/16,6959.930176,6977.25,6468.459961,6740.25,6740.25,239871900
2000/9/23,6344.180176,6372.140137,6233.97998,6266.629883,6266.629883,0,,2000/9/23,6739.279785,6884.629883,6716.839844,6798.120117,6798.120117,198860500
2000/9/30,6150.490234,6434.5,6150.490234,6258.410156,6258.410156,0,,2000/9/30,6800.069824,6921.080078,6712.47998,6776.390137,6776.390137,166996900
2000/10/7,6220.080078,6227.629883,5828.140137,6064.209961,6064.209961,0,,2000/10/7,6776.040039,6776.040039,6383.169922,6661.299805,6661.299805,234166400
2000/10/14,6158.339844,6183.459961,5833.629883,6149.439941,6149.439941,0,,2000/10/14,6668.120117,6725.330078,6297.490234,6618.430176,6618.430176,235528700
2000/10/21,6123.189941,6323.740234,6120.089844,6268.930176,6268.930176,0,,2000/10/21,6614.180176,6930.359863,6542.870117,6924.680176,6924.680176,221395500
2000/10/28,6232,6444.97998,6230.910156,6398.919922,6398.919922,0,,2000/10/28,6921.330078,7152.450195,6880.180176,7128.27002,7128.27002,213840200
2000/11/4,6459.5,6459.5,6137.589844,6147.490234,6147.490234,0,,2000/11/4,7139.939941,7185.660156,6831.399902,6851.689941,6851.689941,205799200
2000/11/11,6104.990234,6312.779785,5996.720215,6161.919922,6161.919922,0,,2000/11/11,6839.97998,6976.629883,6690.609863,6752.290039,6752.290039,196675600
2000/11/18,6178.569824,6195.410156,5933.080078,6145.649902,6145.649902,0,,2000/11/18,6755.22998,6794.410156,6474.5,6664.180176,6664.180176,192525600
2000/11/25,6198.669922,6254.169922,5893.540039,5928.5,5928.5,0,,2000/11/25,6665.25,6804.220215,6361.430176,6512.910156,6512.910156,206215400
2000/12/2,5933.310059,6108.540039,5763.180176,5939.319824,5939.319824,0,,2000/12/2,6507.640137,6745.910156,6343.450195,6691.25,6691.25,234816900
2000/12/9,6005.620117,6126.410156,5818.569824,5839.540039,5839.540039,0,,2000/12/9,6702.25,6813.299805,6331.299805,6331.299805,6331.299805,284088600
2000/12/16,5832.700195,5972.419922,5673.870117,5783.72998,5783.72998,0,,2000/12/16,6337.810059,6505.75,6110.259766,6251.399902,6251.399902,199001400
2000/12/23,5769.240234,5981.399902,5769.240234,5926.419922,5926.419922,0,,2000/12/23,6252.109863,6469.740234,6252.109863,6433.609863,6433.609863,62360500
2000/12/30,5956.149902,5956.149902,5631.319824,5758.02002,5758.02002,0,,2000/12/30,6431.140137,6556.939941,6172.439941,6382.310059,6382.310059,215436600
2001/1/6,5715.799805,5841.819824,5603.919922,5834.339844,5834.339844,0,,2001/1/6,6368.830078,6552.52002,6293.490234,6490.029785,6490.029785,240884300
2001/1/13,5811.330078,5962.799805,5749.069824,5845.72998,5845.72998,0,,2001/1/13,6506.700195,6737.180176,6452.620117,6651.529785,6651.529785,259101900
2001/1/20,5844.970215,5959.810059,5803.799805,5925.620117,5925.620117,0,,2001/1/20,6652.459961,6775.259766,6594.189941,6695.200195,6695.200195,247775300
2001/1/27,5930.200195,5999.180176,5823.799805,5826.370117,5826.370117,0,,2001/1/27,6699.100098,6795.140137,6624.189941,6638.200195,6638.200195,223247400
2001/2/3,5795.72998,5859.350098,5701.640137,5712.359863,5712.359863,0,,2001/2/3,6633.779785,6693.450195,6497.069824,6497.069824,6497.069824,200115500
2001/2/10,5700.310059,5791.240234,5583.080078,5595.129883,5595.129883,0,,2001/2/10,6498.930176,6603.169922,6439.259766,6439.259766,6439.259766,244554400
2001/2/17,5570.569824,5640.419922,5302.790039,5322.839844,5322.839844,0,,2001/2/17,6441.259766,6530.129883,6071.350098,6075.339844,6075.339844,266186700
2001/2/24,5372.97998,5451.089844,5259.939941,5291.919922,5291.919922,0,,2001/2/24,6079.970215,6284.810059,6052.009766,6159.02002,6159.02002,230983500
2001/3/3,5325.029785,5507.259766,5274.830078,5368.890137,5368.890137,0,,2001/3/3,6172.350098,6342.540039,6134.02002,6204.419922,6204.419922,225564600
2001/3/10,5326.109863,5326.109863,4965.470215,5104.77002,5104.77002,0,,2001/3/10,6202.370117,6202.370117,5663.540039,5734.490234,5734.490234,601114300
2001/3/17,5100.080078,5170.879883,4804.399902,4951.129883,4951.129883,0,,2001/3/17,5732.850098,5805.709961,5351.47998,5544.669922,5544.669922,293380100
2001/3/24,5004.25,5243.200195,4982.609863,5180.450195,5180.450195,0,,2001/3/24,5557.819824,5944.25,5557.819824,5829.950195,5829.950195,295418300
2001/3/31,5218.47998,5232.950195,4872.919922,5139.709961,5139.709961,0,,2001/3/31,5843.370117,5912.259766,5383.990234,5698.879883,5698.879883,298155600
2001/4/7,5106.660156,5403.870117,5102.410156,5372.709961,5372.709961,0,,2001/4/7,5695.77002,6019.259766,5657.870117,6002.299805,6002.299805,217507900
2001/4/14,5271.240234,5533.799805,5216.569824,5449.339844,5449.339844,0,,2001/4/14,6004.319824,6224.299805,5827.620117,6127.970215,6127.970215,228731900
2001/4/21,5424.319824,5607.120117,5370.509766,5575.970215,5575.970215,0,,2001/4/21,6118.240234,6186.680176,6032.740234,6175.240234,6175.240234,258815800
2001/4/28,5580.459961,5670.02002,5378.359863,5455.549805,5455.549805,0,,2001/4/28,6176.72998,6296.620117,6001.509766,6138.279785,6138.279785,217908200
2001/5/5,5492.080078,5624.509766,5440.740234,5567.25,5567.25,0,,2001/5/5,6137.919922,6222.240234,6025.859863,6141.02002,6141.02002,264290700
2001/5/12,5523.330078,5658.259766,5433.310059,5638.240234,5638.240234,0,,2001/5/12,6122.450195,6226.580078,5960.459961,6186.870117,6186.870117,269289300
2001/5/19,5647.350098,5728.52002,5568.22998,5581.939941,5581.939941,0,,2001/5/19,6193.129883,6337.470215,6139.240234,6223.569824,6223.569824,223175800
2001/5/26,5584.540039,5644.410156,5387.759766,5432.709961,5432.709961,0,,2001/5/26,6225.660156,6255.189941,5994.660156,6125.169922,6125.169922,299734300
2001/6/2,5474.470215,5546.600098,5431.720215,5439.930176,5439.930176,0,,2001/6/2,6134.100098,6278.040039,6134.100098,6187.209961,6187.209961,238979300
2001/6/9,5432.25,5478.580078,5192.350098,5243.839844,5243.839844,0,,2001/6/9,6189.060059,6225.839844,5889.410156,5915.180176,5915.180176,674304000
2001/6/16,5225.939941,5248.339844,5114.72998,5183.669922,5183.669922,0,,2001/6/16,5921.609863,5980.140137,5812.700195,5941.77002,5941.77002,299637300
2001/6/23,5145.439941,5230.549805,4967.609863,5225.330078,5225.330078,0,,2001/6/23,5928.5,6058.5,5758.689941,6058.379883,6058.379883,299272300
2001/6/30,5215.75,5299.899902,4992.459961,4999.359863,4999.359863,0,,2001/6/30,6053.810059,6131.970215,5846.629883,5862.100098,5862.100098,275318900
2001/7/7,5008.859863,5067.410156,4880.509766,5025.240234,5025.240234,0,,2001/7/7,5861.919922,5932.640137,5731.850098,5928.009766,5928.009766,319995900
2001/7/14,5036.620117,5036.620117,4825.879883,4880.700195,4880.700195,0,,2001/7/14,5927.450195,5928.890137,5684.560059,5764.060059,5764.060059,278766800
2001/7/21,4861.660156,4968.060059,4773.169922,4967.149902,4967.149902,0,,2001/7/21,5751.129883,5844.069824,5551.140137,5754.859863,5754.859863,263256400
2001/7/28,4982.390137,5204.200195,4946.120117,5031.290039,5031.290039,0,,2001/7/28,5749.25,5930.450195,5712.47998,5735.879883,5735.879883,265671200
2001/8/4,5017.629883,5096.850098,4822.290039,4846.02002,4846.02002,0,,2001/8/4,5734.240234,5802.680176,5387.339844,5433.490234,5433.490234,397822300
2001/8/11,4903.72998,5003.209961,4753.120117,4777.370117,4777.370117,0,,2001/8/11,5441.100098,5569.049805,5174.299805,5222.120117,5222.120117,329875200
2001/8/18,4770.5,4919.910156,4724.549805,4916.560059,4916.560059,0,,2001/8/18,5219.75,5423.540039,5124.689941,5387.5,5387.5,313549100
2001/8/25,4917.140137,4963.859863,4668.189941,4689.339844,4689.339844,0,,2001/8/25,5397.640137,5455.120117,5132.27002,5188.169922,5188.169922,285075900
2001/9/1,4712.089844,4712.089844,4396.549805,4413.509766,4413.509766,0,,2001/9/1,5195.669922,5220.100098,4713.120117,4730.669922,4730.669922,370548800
2001/9/8,4372.129883,4427.160156,3858.370117,3909.48999,3909.48999,0,,2001/9/8,4725.160156,4788.379883,4115.97998,4115.97998,4115.97998,482505100
2001/9/15,3861.080078,4024.949951,3463.070068,3652.870117,3652.870117,0,,2001/9/15,4120.560059,4301.470215,3539.179932,3787.22998,3787.22998,612658000
2001/9/22,3713.76001,4117.839844,3713.76001,4079.02002,4079.02002,0,,2001/9/22,3792.860107,4317.629883,3792.860107,4308.149902,4308.149902,418544700
2001/9/29,4097.220215,4232.660156,3914.389893,4164.759766,4164.759766,0,,2001/9/29,4315.060059,4592.140137,4157.600098,4487.689941,4487.689941,362108600
2001/10/6,4102.930176,4407.669922,4031.090088,4336.879883,4336.879883,0,,2001/10/6,4469.109863,4742.180176,4330.540039,4625.129883,4625.129883,342611500
2001/10/13,4295.209961,4458.040039,4193.009766,4264.890137,4264.890137,0,,2001/10/13,4619.589844,4779.640137,4445.640137,4513.529785,4513.529785,349353900
2001/10/20,4281.779785,4546.419922,4243.120117,4478.629883,4478.629883,0,,2001/10/20,4518.359863,4874.310059,4480.160156,4820.259766,4820.259766,336746600
2001/10/27,4465.669922,4465.669922,4201.810059,4369.399902,4369.399902,0,,2001/10/27,4812.600098,4812.600098,4457.720215,4583.310059,4583.310059,323113600
2001/11/3,4392.049805,4589.080078,4389.77002,4514.279785,4514.279785,0,,2001/11/3,4588.689941,5005.950195,4588.689941,4910.069824,4910.069824,353928300
2001/11/10,4512.430176,4643.509766,4329.740234,4587.299805,4587.299805,0,,2001/11/10,4907.609863,5114.399902,4648.680176,5062.640137,5062.640137,454510300
2001/11/17,4620.759766,4686.620117,4536.399902,4573.819824,4573.819824,0,,2001/11/17,5071.629883,5212.029785,5016.919922,5150.970215,5150.970215,331744800
2001/11/24,4620.709961,4639.839844,4392.669922,4476.060059,4476.060059,0,,2001/11/24,5159.810059,5217.470215,4874.22998,4989.910156,4989.910156,358342900
2001/12/1,4439.549805,4735.209961,4401.359863,4642.939941,4642.939941,0,,2001/12/1,4986.580078,5341.859863,4872.25,5199.029785,5199.029785,394198100
2001/12/8,4614.930176,4619.259766,4340.02002,4340.02002,4340.02002,0,,2001/12/8,5200.540039,5212.950195,4901.040039,4909.419922,4909.419922,340396500
2001/12/15,4366,4515.72998,4328.77002,4499.339844,4499.339844,0,,2001/12/15,4913.930176,5115.790039,4877.569824,5019.009766,5019.009766,377100100
2001/12/22,4487.169922,4630.189941,4470.5,4624.580078,4624.580078,0,,2001/12/22,5032.870117,5175.569824,5032.870117,5160.100098,5160.100098,55498800
2001/12/29,4617.950195,4720.040039,4567.919922,4682.790039,4682.790039,0,,2001/12/29,5155.259766,5352.160156,5107.359863,5318.72998,5318.72998,202196600
2002/1/5,4673.450195,4706.580078,4503.609863,4554.689941,4554.689941,0,,2002/1/5,5327.399902,5347.120117,5172.040039,5209.970215,5209.970215,422201100
2002/1/12,4526.419922,4530.669922,4419.140137,4448.850098,4448.850098,0,,2002/1/12,5206.22998,5206.22998,4974.580078,5122.22998,5122.22998,412897000
2002/1/19,4438.390137,4527.279785,4386.390137,4484.310059,4484.310059,0,,2002/1/19,5122.399902,5219.850098,5006.259766,5156.629883,5156.629883,333491000
2002/1/26,4498.77002,4563.379883,4385.569824,4455.560059,4455.560059,0,,2002/1/26,5156.52002,5205.629883,4980.700195,5097.060059,5097.060059,378495500
2002/2/2,4459.52002,4459.52002,4228.379883,4299.040039,4299.040039,0,,2002/2/2,5088.830078,5093.490234,4730.700195,4835.950195,4835.950195,443048600
2002/2/9,4341.189941,4434.930176,4306.740234,4377,4377,0,,2002/2/9,4845.240234,4992.600098,4834.149902,4862.600098,4862.600098,341718200
2002/2/16,4351.779785,4376.759766,4210.299805,4245.200195,4245.200195,0,,2002/2/16,4865.830078,4894.490234,4706.009766,4745.580078,4745.580078,333165400
2002/2/23,4270.549805,4495.310059,4240.259766,4486.419922,4486.419922,0,,2002/2/23,4758.830078,5116.140137,4731.410156,5097.410156,5097.410156,361863000
2002/3/2,4538.709961,4671,4538.709961,4629.109863,4629.109863,0,,2002/3/2,5107.870117,5376.22998,5107.870117,5359.549805,5359.549805,426978000
2002/3/9,4619.77002,4642.560059,4514.720215,4588.330078,4588.330078,0,,2002/3/9,5360.040039,5403.279785,5233.660156,5401.109863,5401.109863,451933400
2002/3/16,4600.790039,4652.540039,4569.399902,4601.569824,4601.569824,0,,2002/3/16,5399.149902,5467.310059,5312.029785,5366.129883,5366.129883,351781500
2002/3/23,4597.310059,4696.180176,4565.27002,4688.02002,4688.02002,0,,2002/3/23,5361.200195,5424.52002,5289.930176,5397.290039,5397.290039,212729500
2002/3/30,4673.029785,4688.160156,4506.870117,4515.700195,4515.700195,0,,2002/3/30,5379.640137,5379.640137,5211.740234,5260.529785,5260.529785,228996300
2002/4/6,4504.180176,4547.640137,4415.75,4468.290039,4468.290039,0,,2002/4/6,5261.370117,5290.870117,5128.02002,5189.649902,5189.649902,312230100
2002/4/13,4487.649902,4653.100098,4463.959961,4606.419922,4606.419922,0,,2002/4/13,5194.939941,5378.27002,5167.189941,5284.549805,5284.549805,312387500
2002/4/20,4597.209961,4597.709961,4401.77002,4453.080078,4453.080078,0,,2002/4/20,5285.419922,5285.419922,4984.620117,5000.379883,5000.379883,384857500
2002/4/27,4432.129883,4494.790039,4352.339844,4354.919922,4354.919922,0,,2002/4/27,4994.200195,5066.970215,4872.189941,4882.77002,4882.77002,330447600
2002/5/4,4361.649902,4428.649902,4239.720215,4329.839844,4329.839844,0,,2002/5/4,4884.029785,5028.589844,4773.490234,4871.700195,4871.700195,320411700
2002/5/11,4291.529785,4497.459961,4281.950195,4442.939941,4442.939941,0,,2002/5/11,4861.149902,5126.330078,4832.859863,5036.410156,5036.410156,378256200
2002/5/18,4454.890137,4467.629883,4311.790039,4337.430176,4337.430176,0,,2002/5/18,5046.169922,5059.419922,4859.540039,4899.129883,4899.129883,333071800
2002/5/25,4334.879883,4418.72998,4249.850098,4274.640137,4274.640137,0,,2002/5/25,4896.839844,5016.109863,4741.950195,4818.299805,4818.299805,315474900
2002/6/1,4247.580078,4294.5,3968.669922,4020.27002,4020.27002,0,,2002/6/1,4818.069824,4850.379883,4513,4610.180176,4610.180176,326791600
2002/6/8,4055,4114.080078,3785.409912,3843.070068,3843.070068,0,,2002/6/8,4617.189941,4686.129883,4252.859863,4303.850098,4303.850098,390535100
2002/6/15,3878.429932,4048.790039,3736.22998,3799.530029,3799.530029,0,,2002/6/15,4317.839844,4503.799805,4153.310059,4232.399902,4232.399902,632336900
2002/6/22,3796.570068,3897.98999,3561.23999,3897.98999,3897.98999,0,,2002/6/22,4233.870117,4388.27002,3946.699951,4382.560059,4382.560059,528726700
2002/6/29,3886.120117,3973.929932,3623.330078,3863.280029,3863.280029,0,,2002/6/29,4377.100098,4483.029785,4101.580078,4483.029785,4483.029785,441548000
2002/7/6,3835.080078,3895.659912,3459.219971,3513.340088,3513.340088,0,,2002/7/6,4475.890137,4480.490234,4039.22998,4130.799805,4130.799805,519112100
2002/7/13,3504.300049,3559.560059,3198.340088,3324.040039,3324.040039,0,,2002/7/13,4124.529785,4152.450195,3825.540039,3891.879883,3891.879883,567043100
2002/7/20,3298.030029,3298.030029,2898.600098,3172.560059,3172.560059,0,,2002/7/20,3888.110107,3888.110107,3265.959961,3579,3579,622287100
2002/7/27,3203.830078,3515.699951,3183.929932,3245.370117,3245.370117,0,,2002/7/27,3584.51001,3945.379883,3496.48999,3532.48999,3532.48999,483212300
2002/8/3,3281.689941,3449.459961,3013.800049,3447.939941,3447.939941,0,,2002/8/3,3533.300049,3760.860107,3235.379883,3760.860107,3760.860107,480477500
2002/8/10,3416.679932,3435,3240.810059,3374.090088,3374.090088,0,,2002/8/10,3750.26001,3750.26001,3542.060059,3684.689941,3684.689941,346403000
2002/8/17,3344.77002,3601.409912,3344.23999,3526.090088,3526.090088,0,,2002/8/17,3681.669922,3930.959961,3628.459961,3828.26001,3828.26001,382749900
2002/8/24,3505.090088,3574.389893,3309.949951,3366.209961,3366.209961,0,,2002/8/24,3830.080078,3900.110107,3580.909912,3712.939941,3712.939941,316931000
2002/8/31,3345.639893,3349.169922,3068.110107,3246.669922,3246.669922,0,,2002/8/31,3698.689941,3698.689941,3301.810059,3485.679932,3485.679932,406531100
2002/9/7,3233.070068,3402.300049,3115.01001,3156.169922,3156.169922,0,,2002/9/7,3480.570068,3615.590088,3275.280029,3361.280029,3361.280029,332397200
2002/9/14,3188.149902,3248.22998,2866.52002,2890.820068,2890.820068,0,,2002/9/14,3359.330078,3445.590088,2956.560059,3065.72998,3065.72998,566837900
2002/9/21,2893.330078,2978.939941,2666.040039,2950.52002,2950.52002,0,,2002/9/21,3063.439941,3106.090088,2774.360107,2918.899902,2918.899902,507679000
2002/9/28,2846.370117,2958.919922,2725.919922,2765.899902,2765.899902,0,,2002/9/28,2906.600098,2974.340088,2677.610107,2714.620117,2714.620117,468071700
2002/10/5,2730.610107,2902.27002,2612.030029,2902.27002,2902.27002,0,,2002/10/5,2710.330078,2930.73999,2519.300049,2930.73999,2930.73999,545060200
2002/10/12,2876.47998,3236.149902,2849.72998,3156.98999,3156.98999,0,,2002/10/12,2928.629883,3226.25,2793.929932,3163.669922,3163.669922,544110200
2002/10/19,3140.429932,3228.350098,2992.22998,3056.879883,3056.879883,0,,2002/10/19,3151.939941,3299.01001,2983.639893,3102.01001,3102.01001,466284400
2002/10/26,3143.659912,3165.379883,2962.439941,3109.51001,3109.51001,0,,2002/10/26,3105.290039,3235.659912,2999.600098,3165.159912,3165.159912,433130300
2002/11/2,3168.300049,3310.439941,3043.100098,3058.179932,3058.179932,0,,2002/11/2,3167.48999,3443.48999,3072.810059,3079.100098,3079.100098,490323500
2002/11/9,3035.840088,3199.189941,2979.429932,3162.389893,3162.389893,0,,2002/11/9,3076.25,3232.070068,2987.850098,3191.76001,3191.76001,445632700
2002/11/16,3168.969971,3314.830078,3124.429932,3305.780029,3305.780029,0,,2002/11/16,3195.969971,3337.340088,3117.02002,3320.879883,3320.879883,406864300
2002/11/23,3330.149902,3360.290039,3181.840088,3326.649902,3326.649902,0,,2002/11/23,3322.780029,3403.399902,3148.939941,3320.320068,3320.320068,401177900
2002/11/30,3327.070068,3393.040039,3096.97998,3185.77002,3185.77002,0,,2002/11/30,3332.72998,3476.830078,3108.76001,3207.530029,3207.530029,530343900
2002/12/7,3234.060059,3234.060059,3054.120117,3076.850098,3076.850098,0,,2002/12/7,3206.360107,3223.419922,3034.120117,3077.060059,3077.060059,388554000
2002/12/14,3071.129883,3202.810059,3016.870117,3082.850098,3082.850098,0,,2002/12/14,3074.51001,3222.399902,2925.870117,3024.219971,3024.219971,522241000
2002/12/21,3105.939941,3114.169922,3004.060059,3011.830078,3011.830078,0,,2002/12/21,3022.310059,3048.290039,2840,2840,2840,74265600
2002/12/28,3021.669922,3217.780029,2984.02002,3187.879883,3187.879883,0,,2002/12/28,2838.870117,3124.860107,2836.01001,3092.939941,3092.939941,176420500
2003/1/4,3204.810059,3232.340088,3054.330078,3160.129883,3160.129883,0,,2003/1/4,3101.169922,3157.25,2932.929932,3037.330078,3037.330078,469478900
2003/1/11,3169.889893,3215.48999,3055.669922,3056.929932,3056.929932,0,,2003/1/11,3039.909912,3145.659912,2918.26001,2918.820068,2918.820068,481651600
2003/1/18,3049.600098,3076.310059,2894.580078,2898.600098,2898.600098,0,,2003/1/18,2927.580078,2966.780029,2714.889893,2717.820068,2717.820068,502732600
2003/1/25,2874.399902,2943.159912,2733.51001,2937.879883,2937.879883,0,,2003/1/25,2716.419922,2753.26001,2563.919922,2747.830078,2747.830078,596380800
2003/2/1,2973.929932,2983.98999,2792.629883,2796.659912,2796.659912,0,,2003/2/1,2750.399902,2802.929932,2561.72998,2569.340088,2569.340088,475013300
2003/2/8,2801.73999,2859.429932,2727.030029,2827.75,2827.75,0,,2003/2/8,2573.26001,2711.590088,2528.899902,2674.459961,2674.459961,447200500
2003/2/15,2870.399902,2950.75,2781.72998,2829.830078,2829.830078,0,,2003/2/15,2683.47998,2750.080078,2565.139893,2648.870117,2648.870117,590227600
2003/2/22,2828.840088,2850.050049,2633.189941,2754.070068,2754.070068,0,,2003/2/22,2648.48999,2648.550049,2433.149902,2547.050049,2547.050049,552898900
2003/3/1,2770.679932,2796.72998,2569.330078,2574.909912,2574.909912,0,,2003/3/1,2553.73999,2600.76001,2393.590088,2431.659912,2431.659912,441422800
2003/3/8,2581.209961,2740.01001,2401.149902,2740.01001,2740.01001,0,,2003/3/8,2437.320068,2482.139893,2188.75,2403.189941,2403.189941,644239800
2003/3/15,2632.840088,2909.959961,2623.050049,2890.679932,2890.679932,0,,2003/3/15,2398.110107,2731.570068,2327.870117,2715.060059,2715.060059,874254100
2003/3/22,2841.629883,2842.620117,2644.219971,2733,2733,0,,2003/3/22,2712.620117,2712.620117,2481.709961,2520.840088,2520.840088,492650400
2003/3/29,2666.77002,2863.330078,2596.830078,2837.959961,2837.959961,0,,2003/3/29,2511.98999,2656.25,2395.719971,2654.070068,2654.070068,498522700
2003/4/5,2920.889893,2989.350098,2802.959961,2838.139893,2838.139893,0,,2003/4/5,2654.76001,2824.98999,2654.439941,2733.949951,2733.949951,556905100
2003/4/12,2836.340088,2991.060059,2808.090088,2898.610107,2898.610107,0,,2003/4/12,2741.659912,2915.689941,2700.330078,2899.780029,2899.780029,411311300
